index,name,device_id,device_label,screen_status,timestamp
516005,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605054027698
516006,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605054101855
516007,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605054150740
516008,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605054262998
516009,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605054290696
516010,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605054307868
516011,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605054913768
516012,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605055068689
516013,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605055573422
516014,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605055820030
516015,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605056190921
516016,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605056275415
516017,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605057702021
516018,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605057872440
516019,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605058752919
516020,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605058754394
516021,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605058800416
516022,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605060728093
516023,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,3.0,1605061136760
516024,screen,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,2.0,1605061218391
