index,name,accuracy,device_id,device_label,double_altitude,double_bearing,double_latitude,double_longitude,double_speed,provider,timestamp
315599,locations,35.351,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.64289960000001,-79.71086120000002,0.0,fused,1594081422169
315600,locations,32.191,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,277.39999389648443,0.0,40.6264561,-79.721769,0.0,fused,1594081665722
315601,locations,49.045,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,229.5,0.0,40.6081586,-79.74396800000002,0.0,fused,1594081927313
315602,locations,19.945999999999998,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,216.5,0.0,40.6071795,-79.7439712,0.0,fused,1594082168913
315603,locations,42.095,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,224.3000030517578,0.0,40.6073571,-79.7436387,0.0,fused,1594082461600
315604,locations,31.285,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,224.3000030517578,0.0,40.6071939,-79.743957,0.0,fused,1594082664978
315605,locations,53.815,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,226.3000030517578,0.0,40.607533200000006,-79.7452325,0.0,fused,1594082828963
315606,locations,35.43199999999999,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,254.3000030517578,0.0,40.6132989,-79.7434246,0.0,fused,1594082961524
315607,locations,33.101,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,267.70001220703125,0.0,40.6191293,-79.731306,0.0,fused,1594083125500
315608,locations,52.498999999999995,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,0.0,0.0,40.6188751,-79.73207,0.0,fused,1594083367755
315609,locations,67.83800000000001,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,0.0,0.0,40.61870379999999,-79.7316498,0.0,fused,1594084005350
315610,locations,30.495,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,216.5,0.0,40.6072,-79.7439155,0.0,fused,1594084234395
315611,locations,23.143,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,228.40000915527344,0.0,40.6078544,-79.74567409999999,0.0,fused,1594084484370
315612,locations,18.898,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.6000061035156,0.0,40.6043095,-79.7411519,0.0,fused,1594084725914
315613,locations,27.13,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6046081,-79.7414903,0.0,fused,1594084968076
315614,locations,37.264,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6046624,-79.7415045,0.0,fused,1594086923282
315615,locations,29.156,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.1000061035156,0.0,40.604746,-79.7415238,0.0,fused,1594091989600
315616,locations,18.996,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6045898,-79.7414683,0.0,fused,1594092170286
315617,locations,18.597,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,207.24017333984366,0.0,40.604573200000004,-79.7413591,0.0,fused,1594116449191
315618,locations,6.896,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,178.98663330078125,278.1923217773437,40.604597,-79.7415926,2.8765645027160645,fused,1594116759168
315619,locations,20.08,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.604584,-79.7414732,0.0,fused,1594116877681
315620,locations,5.829,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,184.0242919921875,350.4418640136719,40.60462329999999,-79.7415178,1.5887036323547363,fused,1594121893140
315621,locations,20.204,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.604585,-79.7414747,0.0,fused,1594122543735
315622,locations,12.975999999999999,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,203.24261474609366,0.0,40.60465429999999,-79.7416379,0.0,fused,1594123877179
315623,locations,21.291,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.604585,-79.7414722,0.0,fused,1594124032201
315624,locations,14.573,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,200.825927734375,0.0,40.6046364,-79.7415507,0.0,fused,1594127957161
315625,locations,23.874000000000002,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.44287109375,0.0,40.60442000000001,-79.7414102,0.0,fused,1594128231262
315626,locations,16.778,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6045906,-79.74146850000002,0.0,fused,1594128472709
315627,locations,29.334,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.1000061035156,0.0,40.6046506,-79.7415058,0.0,fused,1594131833142
315628,locations,27.629,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.1000061035156,0.0,40.60479820000001,-79.7415406,0.0,fused,1594131973676
315629,locations,27.15,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6045951,-79.7414722,0.0,fused,1594132978350
315630,locations,27.15,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6045951,-79.7414722,0.0,fused,1594132980275
315631,locations,37.371,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.604619899999996,-79.74153940000002,0.0,fused,1594135241136
315632,locations,36.355,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,199.6000061035156,0.0,40.6045893,-79.7414684,0.0,fused,1594136191498
315633,locations,44.778999999999996,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,198.70001220703125,0.0,40.6043893,-79.7412945,0.0,fused,1594146901761
315634,locations,25.951999999999998,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,233.0,0.0,40.6096931,-79.7418349,0.0,fused,1594147145020
315635,locations,48.308,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,266.20001220703125,0.0,40.6188771,-79.7320775,0.0,fused,1594147390543
315636,locations,76.829,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,0.0,0.0,40.618837400000004,-79.7315437,0.0,fused,1594147633625
315637,locations,83.525,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,271.80001831054693,0.0,40.625589700000006,-79.72213520000003,0.0,fused,1594147792673
315638,locations,57.522,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.6427585,-79.7104905,0.0,fused,1594148041630
315639,locations,44.563,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.642899,-79.7108704,0.0,fused,1594148228829
315640,locations,46.643,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.642994200000004,-79.7108247,0.0,fused,1594148442693
315641,locations,45.278999999999996,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.6428973,-79.7108786,0.0,fused,1594148806540
315642,locations,51.006,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.6430239,-79.7107918,0.0,fused,1594149722027
315643,locations,42.397,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.642895,-79.71086509999998,0.0,fused,1594150021676
315644,locations,19.999000000000002,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,338.290283203125,0.0,40.642715700000004,-79.71054290000002,0.0,fused,1594151175195
315645,locations,38.33,1cf50619-b7d7-4b93-8a6a-310f96abf2ba,194SR,310.20001220703125,0.0,40.6428995,-79.7108618,0.0,fused,1594154393328
