index,name,call_duration,call_type,device_id,device_label,timestamp,trace
62914,calls,0.0,3.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603553452180,BF317928-E128-41A0-81C0-A4C8CBA78F77
62915,calls,3.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603553455189,BF317928-E128-41A0-81C0-A4C8CBA78F77
62916,calls,105.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603553560817,BF317928-E128-41A0-81C0-A4C8CBA78F77
62917,calls,0.0,3.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603555611709,BE9A4782-5300-4E82-8606-525B3EC67EEE
62918,calls,9.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603555620982,BE9A4782-5300-4E82-8606-525B3EC67EEE
62919,calls,99.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603555720874,BE9A4782-5300-4E82-8606-525B3EC67EEE
62920,calls,0.0,1.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603555986150,53634C08-F602-4C33-9673-2E44451D8B7C
62921,calls,2.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603555988849,53634C08-F602-4C33-9673-2E44451D8B7C
62922,calls,51.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556039949,53634C08-F602-4C33-9673-2E44451D8B7C
62923,calls,0.0,3.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556412596,D66A796D-D1AE-40B5-AE94-FA81EB86983A
62924,calls,33.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556445673,D66A796D-D1AE-40B5-AE94-FA81EB86983A
62925,calls,2.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556447783,D66A796D-D1AE-40B5-AE94-FA81EB86983A
62926,calls,0.0,1.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556590059,B4ED9442-2348-4941-BD94-0DCA979FED73
62927,calls,3.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556593261,B4ED9442-2348-4941-BD94-0DCA979FED73
62928,calls,19.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603556612398,B4ED9442-2348-4941-BD94-0DCA979FED73
62929,calls,0.0,3.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603562662256,61F8939C-9ADC-45C3-B79C-5BADB8758EED
62930,calls,2.0,2.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603562664442,61F8939C-9ADC-45C3-B79C-5BADB8758EED
62931,calls,29.0,4.0,f39a7305-d52b-48e8-a8d6-799fad50768f,812SS,1603562693509,61F8939C-9ADC-45C3-B79C-5BADB8758EED
