index,name,device_id,device_label,screen_status,timestamp
67353,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604966979961
67354,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604967194539
67355,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604967443159
67356,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604967696257
67357,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604968345740
67358,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604969033568
67359,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604969309640
67360,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604969343079
67361,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604969959950
67362,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604970131759
67363,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604970295539
67364,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604970402821
67365,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604970490491
67366,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604971099106
67367,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604971214720
67368,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604971512347
67369,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604971720078
67370,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604971815111
67371,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604972338678
67372,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604972438855
67373,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604972919860
67374,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604973079773
67375,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604973319499
67376,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604973324737
67377,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604973733600
67378,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604974578044
67379,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604974658302
67380,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604975351556
67381,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604975600441
67382,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604983293419
67383,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604983527865
67384,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604985407497
67385,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1604988245122
67386,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,2.0,1604994192470
67387,screen,f24f1756-81ba-473c-9127-8e7845c0a802,108BT,3.0,1605009693081
