index,name,call_duration,call_type,device_id,device_label,timestamp,trace
16676,calls,0.0,3.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591146121074,663D32BD-0912-4945-A6F7-7A36A4B3D764
16677,calls,12.0,2.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591146133817,663D32BD-0912-4945-A6F7-7A36A4B3D764
16678,calls,102.0,4.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591146236076,663D32BD-0912-4945-A6F7-7A36A4B3D764
16679,calls,0.0,3.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155022077,0E1F32BB-6D7D-4E14-B018-DC992C6B13FB
16680,calls,9.0,2.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155031439,0E1F32BB-6D7D-4E14-B018-DC992C6B13FB
16681,calls,0.0,1.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155431844,6A0108EB-BA09-4897-BEEA-84C627F317BE
16682,calls,23.0,4.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155455176,6A0108EB-BA09-4897-BEEA-84C627F317BE
16683,calls,0.0,1.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155457425,04C77435-87C3-486A-B92F-142A7E0AE828
16684,calls,11.0,4.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591155468556,04C77435-87C3-486A-B92F-142A7E0AE828
16685,calls,591.0,4.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591156060030,0E1F32BB-6D7D-4E14-B018-DC992C6B13FB
16686,calls,0.0,3.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591156062552,5B2A075D-FF72-4302-805F-314C2C3D9D83
16687,calls,8.0,2.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591156070675,5B2A075D-FF72-4302-805F-314C2C3D9D83
16688,calls,1152.0,4.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591157223110,5B2A075D-FF72-4302-805F-314C2C3D9D83
16689,calls,0.0,1.0,4ae192f8-8fd0-49b8-a635-d006bd10ed27,19HL,1591157229412,AA5457F5-592C-433C-BA58-2EBF0D4D53F2
