index,name,accuracy,device_id,device_label,double_altitude,double_bearing,double_latitude,double_longitude,double_speed,provider,timestamp
22628,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.270089912414552,-1.0,42.376777234015286,-71.09056290385517,-1.0,fused,1598486493888
22629,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.270089912414552,-1.0,42.37678095383993,-71.09054977940146,-1.0,fused,1598486793870
22630,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.270089912414552,-1.0,42.37679713156517,-71.09054501972345,-1.0,fused,1598487093873
22631,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.270089912414552,-1.0,42.37749587277902,-71.09015227969195,-1.0,fused,1598487393952
22632,locations,10.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,6.6587181091308585,37.50860977172852,42.38941346615767,-71.08840396485117,0.0,fused,1598487693870
22633,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.27008991241455,-1.0,42.39286139090076,-71.07915295276908,-1.0,fused,1598487993859
22634,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,7.110089912414549,-1.0,42.39328354405031,-71.0794157891504,-1.0,fused,1598488293859
22635,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,17.410089912414552,-1.0,42.393285738126416,-71.07941912530666,-1.0,fused,1598488594003
22636,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.393091688648475,-71.07938636977946,-1.0,fused,1598488893870
22637,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39313459580976,-71.07941830566442,-1.0,fused,1598489193875
22638,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39309951633128,-71.07938563646881,-1.0,fused,1598489493845
22639,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.393087625626094,-71.07937326956905,-1.0,fused,1598489794001
22640,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39308682933892,-71.07937611980545,-1.0,fused,1598490093981
22641,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39308704257692,-71.07937325573386,-1.0,fused,1598490393898
22642,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.393087546236856,-71.07937328023885,-1.0,fused,1598490693865
22643,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39308700617068,-71.07937322575327,-1.0,fused,1598490993977
22644,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39308383657181,-71.07937441459215,-1.0,fused,1598491293893
22645,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,4.950089912414549,-1.0,42.39314883924441,-71.07940792233869,-1.0,fused,1598491593826
22646,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,15.390089912414545,-1.0,42.39376314223724,-71.07909844794376,-1.0,fused,1598491893839
22647,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,15.390089912414545,-1.0,42.39376755921529,-71.07909992390712,-1.0,fused,1598492194036
22648,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,15.390089912414545,-1.0,42.3937723211738,-71.07909649982047,-1.0,fused,1598492493856
22649,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,15.390089912414545,-1.0,42.39377252591832,-71.07909353670816,-1.0,fused,1598492793861
22650,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,15.390089912414545,-1.0,42.393746356496465,-71.07910551082938,-1.0,fused,1598493093843
22651,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.39375790224513,-71.07910816671709,-1.0,fused,1598493393982
22652,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.39376627566254,-71.07909269985129,-1.0,fused,1598493693853
22653,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.39374864066925,-71.0790910389169,-1.0,fused,1598493993847
22654,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.393772280810964,-71.07909854782696,-1.0,fused,1598494293891
22655,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.39376706572003,-71.07909823056194,-1.0,fused,1598494593844
22656,locations,65.0,c050a6e9-7e5b-4da4-95a0-60c287f0557d,104HT,12.600089912414553,-1.0,42.39375857231332,-71.07910317173294,-1.0,fused,1598494893870
