index,name,accuracy,device_id,device_label,double_altitude,double_bearing,double_latitude,double_longitude,double_speed,provider,timestamp
1026639,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,299.8014793395996,-1.0,40.27980141281858,-80.08431254254863,-1.0,fused,1601078606894
1026640,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,299.85317230224615,-1.0,40.27980848443149,-80.0843231151572,-1.0,fused,1601078906898
1026641,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,299.86780166625977,-1.0,40.27979598342915,-80.0843199317465,-1.0,fused,1601079206902
1026642,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,299.8737487792969,-1.0,40.279766317469175,-80.08427098355301,-1.0,fused,1601079506902
1026643,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,299.8808403015137,-1.0,40.279859268762884,-80.08432811685745,-1.0,fused,1601079806908
1026644,locations,17.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,301.7620697587109,85.20162534126305,40.27878768846828,-80.08077204627216,14.0001802444458,fused,1601080106912
1026645,locations,20.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,341.02347755618393,106.888932503883,40.269975180074574,-80.04631178373157,0.0,fused,1601080406918
1026646,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.0094451904297,-1.0,40.26995958422789,-80.04266317013888,-1.0,fused,1601080707003
1026647,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.58860778808594,-1.0,40.27001971490395,-80.04249733892077,-1.0,fused,1601081006925
1026648,locations,15.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,351.93585149576035,324.2113348219156,40.270137558811825,-80.0426675615567,0.43857279419898987,fused,1601081306927
1026649,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.8992042541504,-1.0,40.270020975989695,-80.04263310014008,-1.0,fused,1601081606933
1026650,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.8627624511719,-1.0,40.2699897342539,-80.04262725256679,-1.0,fused,1601081906976
1026651,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.2174224853516,-1.0,40.26995884096449,-80.04268015890135,-1.0,fused,1601082206948
1026652,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.2211647033692,-1.0,40.27002853917437,-80.04263322961849,-1.0,fused,1601082506943
1026653,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.3071403503418,-1.0,40.270002961918784,-80.04265262744319,-1.0,fused,1601082806950
1026654,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.1645698547363,-1.0,40.26996668476948,-80.04267371986386,-1.0,fused,1601083107024
1026655,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.96947479248047,-1.0,40.27004989210243,-80.04257738025359,-1.0,fused,1601083406958
1026656,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.1393280029297,-1.0,40.26995760331803,-80.04267768416669,-1.0,fused,1601083707032
1026657,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,354.4033012390137,-1.0,40.270007012672075,-80.04264566503164,-1.0,fused,1601084006968
1026658,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.7795104980469,-1.0,40.27000901046497,-80.04255667082573,-1.0,fused,1601084307042
1026659,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.905216217041,-1.0,40.270044778289815,-80.04251715609105,-1.0,fused,1601084606988
1026660,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.8814125061035,-1.0,40.27002716129774,-80.04256185794287,-1.0,fused,1601084906979
1026661,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,351.95518493652344,-1.0,40.26995667612226,-80.0427033057823,-1.0,fused,1601085206984
1026662,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,351.51436233520513,-1.0,40.269949777538606,-80.04268672885723,-1.0,fused,1601085507023
1026663,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,352.98668670654297,-1.0,40.269991251879134,-80.04265133860481,-1.0,fused,1601085807009
1026664,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,354.1619682312012,-1.0,40.269963845126256,-80.04267248188717,-1.0,fused,1601086106997
1026665,locations,65.0,e2a7ad3c-7a05-4c18-bac3-ef017ab94d38,710CL,353.3744812011719,-1.0,40.269980838081736,-80.04265865275917,-1.0,fused,1601086407002
