index,name,call_duration,call_type,device_id,device_label,timestamp,trace
48050,calls,0.0,3.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591587273827,6E24CB63-AC31-411C-94A9-ECF022C442BA
48051,calls,12.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591587286681,6E24CB63-AC31-411C-94A9-ECF022C442BA
48052,calls,0.0,1.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591629262879,4CB2E364-4AD8-424C-8C05-110011FB25FC
48053,calls,3.0,2.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591629266324,4CB2E364-4AD8-424C-8C05-110011FB25FC
48054,calls,56.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591629322922,4CB2E364-4AD8-424C-8C05-110011FB25FC
48055,calls,0.0,3.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591630048703,7E546C83-0C34-43B1-AD99-B5A81F8E2EAA
48056,calls,5.0,2.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591630054031,7E546C83-0C34-43B1-AD99-B5A81F8E2EAA
48057,calls,174.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591630228240,7E546C83-0C34-43B1-AD99-B5A81F8E2EAA
48058,calls,0.0,1.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591634079933,FD88A3C4-2441-4157-8DE4-7245449B95B4
48059,calls,29.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591634109908,FD88A3C4-2441-4157-8DE4-7245449B95B4
48060,calls,0.0,1.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591635992848,1BDC96AD-EC65-4DB7-A134-4E052E4ACA5A
48061,calls,3.0,2.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591635996780,1BDC96AD-EC65-4DB7-A134-4E052E4ACA5A
48062,calls,25.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591636022095,1BDC96AD-EC65-4DB7-A134-4E052E4ACA5A
48063,calls,0.0,1.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591643828504,D05FCC0F-0A56-4F30-AE5E-4E8906FBC016
48064,calls,29.0,4.0,c1b10671-b7bb-4e00-9596-9cb5d99ad685,44TA,1591643858306,D05FCC0F-0A56-4F30-AE5E-4E8906FBC016
