index,name,device_id,device_label,screen_status,timestamp
479322,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607043450568
479323,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607043520532
479324,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607043605626
479325,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607044147693
479326,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607045642662
479327,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607045643403
479328,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607045643578
479329,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607046036950
479330,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607046253371
479331,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607046840110
479332,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607050275754
479333,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607094622547
479334,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607095294881
479335,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607095916884
479336,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607095953075
479337,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607096063266
479338,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607096625759
479339,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607100442931
479340,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607100947529
479341,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607101452286
479342,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607102321570
479343,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607102713890
479344,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607102915833
479345,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607103348469
479346,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607103397515
479347,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607103397519
479348,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607105590755
479349,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607105591592
479350,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607108312587
479351,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607108766241
479352,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607108784831
479353,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607108821479
479354,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607109563613
479355,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607110161732
479356,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607110324813
479357,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607111104765
479358,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607112018259
479359,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607112021352
479360,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607113334630
479361,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607113564961
479362,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607114717930
479363,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,3.0,1607114871233
479364,screen,6999afc1-e452-42df-a8ce-2791b30779c7,212HY,2.0,1607115900017
