name,bssid,device_id,device_label,mac_address,ssid,timestamp
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584021319
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584081395
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584141315
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584201313
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584261311
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584321387
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584381308
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584441312
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584501310
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584561385
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584621305
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584681303
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584741301
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584801375
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584861296
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584921294
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603584981291
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585041366
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585101288
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585161285
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585221283
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585281357
sensor_wifi,,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,,1603585341280
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585401284
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585461297
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585521354
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585581275
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585641272
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585701270
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585761345
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585821265
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585881263
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603585941261
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586001293
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586061251
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586121244
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586181241
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586242183
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586301236
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586361234
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586421231
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586481340
sensor_wifi,3c:1e:04:41:25:08,7368ca87-3c8c-453c-9c1f-a2027b7c4696,228MS,,Noopies,1603586541233
