index,name,accuracy,device_id,device_label,double_altitude,double_bearing,double_latitude,double_longitude,double_speed,provider,timestamp
200169,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.76187896728516,-1.0,40.54272331756327,-80.03023129306773,-1.0,fused,1600972404617
200170,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.37871170043945,-1.0,40.54270146081609,-80.03028051713858,-1.0,fused,1600972704618
200171,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.15721130371094,-1.0,40.54275348277322,-80.03026019327383,-1.0,fused,1600973004617
200172,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.94615173339844,-1.0,40.54275226822989,-80.03034352647364,-1.0,fused,1600973304613
200173,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.6988754272461,-1.0,40.54278440483139,-80.03032043199566,-1.0,fused,1600973604670
200174,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.02124786376953,-1.0,40.54267539182021,-80.03035037348114,-1.0,fused,1600973904601
200175,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.06105041503906,-1.0,40.542701013523676,-80.03034601506542,-1.0,fused,1600974430417
200176,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.0372428894043,-1.0,40.54275420008374,-80.0303020700409,-1.0,fused,1600974730488
200177,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.5291061401367,-1.0,40.542661389181966,-80.03034281479445,-1.0,fused,1600975030412
200178,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.4114303588867,-1.0,40.54273412900197,-80.03037239170425,-1.0,fused,1600975330499
200179,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.34476470947266,-1.0,40.542725508757755,-80.0302737068949,-1.0,fused,1600975630399
200180,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.48225021362305,-1.0,40.54271030543294,-80.0303211922482,-1.0,fused,1600975930415
200181,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.40031814575195,-1.0,40.542740585400864,-80.0303075103639,-1.0,fused,1600976230393
200182,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.64250564575195,-1.0,40.54274497826758,-80.030291492774,-1.0,fused,1600976530523
200183,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,346.0681037902832,-1.0,40.5426993847592,-80.03042396437006,-1.0,fused,1600976830610
200184,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,345.6538391113281,-1.0,40.54273025640453,-80.03033594357865,-1.0,fused,1600977130875
200185,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,342.5576553344726,-1.0,40.54154599990532,-80.02911738852711,-1.0,fused,1600977430485
200186,locations,10.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,334.0362370275774,160.09131734006363,40.544589312299756,-80.01602660740507,0.8203667998313904,fused,1600977731043
200187,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,332.1497802734375,-1.0,40.545314295916704,-80.01634220663213,-1.0,fused,1600978030541
200188,locations,65.0,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,332.0927810668945,-1.0,40.54530071310186,-80.0162710602926,-1.0,fused,1600978330478
