index,name,device_id,device_label,screen_status,timestamp
192514,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599350501790
192515,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599351297689
192516,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599351761793
192517,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599351872565
192518,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599352099816
192519,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599352590927
192520,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599353328323
192521,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599353359902
192522,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599353431683
192523,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599353637794
192524,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599355103959
192525,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599356101571
192526,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599356123288
192527,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599356126026
192528,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599356133144
192529,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599356197570
192530,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599357449420
192531,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599358332594
192532,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599358334460
192533,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599358345350
192534,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599358347313
192535,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599358488634
192536,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599358668511
192537,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,3.0,1599358671378
192538,screen,bad8531f-a063-4d63-9a48-4cc1464700ed,1411SD,2.0,1599359084180
