index,name,call_duration,call_type,device_id,device_label,timestamp,trace
19167,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604074106266,CCE063E9-DB7E-4297-8C24-30528A11A3AD
19168,calls,29.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604074136043,CCE063E9-DB7E-4297-8C24-30528A11A3AD
19169,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604077312634,06D3CF26-3094-40F5-8A0A-47692750EA87
19170,calls,13.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604077326164,06D3CF26-3094-40F5-8A0A-47692750EA87
19171,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604078580982,26D77AA2-D938-47D2-B3A0-C0F704A997C6
19172,calls,11.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604078592223,26D77AA2-D938-47D2-B3A0-C0F704A997C6
19173,calls,239.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604078832017,26D77AA2-D938-47D2-B3A0-C0F704A997C6
19174,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604089619097,CC8D2E6F-499E-4AE3-A8F8-9F6592139D13
19175,calls,6.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604089625530,CC8D2E6F-499E-4AE3-A8F8-9F6592139D13
19176,calls,0.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604089835757,017178B5-8E15-41C5-8AA7-520C1552B2C9
19177,calls,5440.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276627,017178B5-8E15-41C5-8AA7-520C1552B2C9
19178,calls,0.0,3.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276631,4179683A-B4D1-4FD7-AC9E-2CD383BBB682
19179,calls,0.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276634,4179683A-B4D1-4FD7-AC9E-2CD383BBB682
19180,calls,0.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276636,4179683A-B4D1-4FD7-AC9E-2CD383BBB682
19181,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276640,F3133A14-786A-4CAD-BB9E-C45DBB5D039A
19182,calls,0.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276643,F3133A14-786A-4CAD-BB9E-C45DBB5D039A
19183,calls,0.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604095276646,F3133A14-786A-4CAD-BB9E-C45DBB5D039A
19184,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883187,E61EFE48-9F62-44C9-8208-7257667AB3B7
19185,calls,0.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883189,E61EFE48-9F62-44C9-8208-7257667AB3B7
19186,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883190,E8CA659E-D450-402B-804E-BA43DC19D807
19187,calls,0.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883191,E8CA659E-D450-402B-804E-BA43DC19D807
19188,calls,0.0,1.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883192,2308D075-A9E4-41E3-9B15-6E4CF78B809F
19189,calls,0.0,2.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883193,2308D075-A9E4-41E3-9B15-6E4CF78B809F
19190,calls,0.0,4.0,33726ebb-721a-4177-a12a-1beec88ce573,203BN,1604097883194,2308D075-A9E4-41E3-9B15-6E4CF78B809F
